class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,radius,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,weight,ring-number,ring-type,spore-print-color,population,habitat
p,x,s,g,t,f,f,c,b,h,t,b,223,f,s,w,w,p,w,23,o,p,h,v,u
p,k,y,e,f,s,f,c,n,b,t,?,413,s,s,p,p,p,w,23,o,e,w,v,p
e,f,f,n,f,n,f,w,b,n,t,e,23,f,s,w,w,p,w,30,o,e,k,a,g
p,f,y,y,f,f,f,c,b,h,e,b,137,k,k,p,n,p,w,29,o,l,h,v,p
p,x,y,e,f,s,f,c,n,b,t,?,238,s,s,w,p,p,w,23,o,e,w,v,d
e,b,y,w,t,a,f,c,b,k,e,c,6,s,s,w,w,p,w,23,o,p,k,s,g
p,k,y,e,f,s,f,c,n,b,t,?,704,s,k,p,p,p,w,23,o,e,w,v,d
e,f,y,p,t,n,f,c,b,w,e,?,178,s,s,e,w,p,w,48,t,e,w,c,w
e,f,s,g,f,n,f,w,b,h,t,e,237,s,s,w,w,p,w,26,o,e,n,a,g
e,x,y,g,t,n,f,c,b,u,t,b,335,s,s,w,p,p,w,23,o,p,k,y,d
p,k,y,e,f,y,f,c,n,b,t,?,614,s,s,p,p,p,w,23,o,e,w,v,p
e,f,y,g,t,n,f,c,b,p,t,b,308,s,s,p,g,p,w,24,o,p,k,y,d
p,x,f,y,f,f,f,c,b,h,e,b,241,k,k,n,n,p,w,40,o,l,h,v,g
e,x,f,e,t,n,f,c,b,n,t,b,153,s,s,w,p,p,w,23,o,p,k,y,d
e,x,s,n,f,n,f,w,b,h,t,e,2,f,s,w,w,p,w,38,o,e,k,s,g
p,x,y,e,f,s,f,c,n,b,t,?,351,s,s,p,w,p,w,61,o,e,w,v,p
e,x,f,y,t,l,f,w,n,n,t,b,2300,s,s,w,w,p,w,38,o,p,u,v,d
p,x,s,n,f,s,f,c,n,b,t,?,137,s,s,w,p,p,w,42,o,e,w,v,d
e,f,f,e,t,n,f,c,b,u,t,b,372,s,s,p,w,p,w,35,o,p,k,y,d
p,f,s,n,t,p,f,c,n,p,e,e,3,s,s,w,w,p,w,28,o,p,k,v,g
p,f,s,n,t,p,f,c,n,w,e,e,158,s,s,w,w,p,w,43,o,p,n,v,u
e,x,s,w,f,n,f,w,b,h,t,e,342,f,s,w,w,p,w,34,o,e,k,a,g
p,x,y,y,f,f,f,c,b,p,e,b,54,k,k,p,p,p,w,0,o,l,h,y,d
e,f,y,n,t,n,f,c,b,p,t,b,2,s,s,w,p,p,w,24,o,p,n,y,d
e,x,s,y,t,a,f,c,b,g,e,c,37,s,s,w,w,p,w,23,o,p,k,n,m
p,k,s,n,f,f,f,c,n,b,t,?,213,s,k,w,w,p,w,25,o,e,w,v,d
p,f,y,g,f,f,f,c,b,g,e,b,441,k,k,n,b,p,w,25,o,l,h,y,g
e,b,f,g,f,n,f,w,b,w,e,?,448,s,k,w,w,p,w,32,t,p,w,n,g
p,x,y,n,f,s,f,c,n,b,t,?,72,k,s,p,w,p,w,31,o,e,w,v,l
p,f,y,y,f,f,f,c,b,h,e,b,1,k,k,p,b,p,w,36,o,l,h,v,g
e,x,f,g,f,n,f,w,b,p,t,e,37,s,s,w,w,p,w,23,o,e,k,a,g
e,x,f,e,t,n,f,c,b,w,t,b,386,s,s,w,p,p,w,58,o,p,k,y,d
p,x,y,e,f,s,f,c,n,b,t,?,779,s,s,p,p,p,w,36,o,e,w,v,d
p,x,y,e,f,s,f,c,n,b,t,?,484,k,k,w,p,p,w,46,o,e,w,v,l
e,b,s,n,f,n,a,c,b,y,e,?,1,s,s,o,o,p,n,24,o,p,y,c,l
p,x,y,y,f,f,f,c,b,h,e,b,154,k,k,b,n,p,w,53,o,l,h,y,p
p,x,f,y,f,f,f,c,b,h,e,b,137,k,k,p,p,p,w,43,o,l,h,y,d
e,f,f,w,f,n,f,w,b,p,t,e,221,f,f,w,w,p,w,23,o,e,n,a,g
p,x,y,y,f,f,f,c,b,g,e,b,270,k,k,n,b,p,w,27,o,l,h,y,g
e,f,y,e,t,n,f,c,b,u,t,b,224,s,s,p,g,p,w,25,o,p,k,y,d
p,f,s,e,f,y,f,c,n,b,t,?,632,k,k,p,p,p,w,54,o,e,w,v,d
e,f,y,y,t,l,f,c,b,n,e,r,107,s,y,w,w,p,w,25,o,p,k,s,g
e,k,y,e,t,n,f,c,b,w,e,?,385,s,s,e,e,p,w,37,t,e,w,c,w
p,f,y,y,f,f,f,c,b,h,e,b,23,k,k,n,p,p,w,27,o,l,h,v,d
p,f,s,e,f,y,f,c,n,b,t,?,351,k,s,p,w,p,w,43,o,e,w,v,d
e,x,y,y,t,a,f,c,b,p,e,r,5,s,y,w,w,p,w,23,o,p,n,s,p
e,f,s,p,t,n,f,c,b,w,e,?,228,s,s,e,e,p,w,43,t,e,w,c,w
e,f,y,e,t,n,f,c,b,u,t,b,381,s,s,w,g,p,w,38,o,p,k,y,d
p,x,y,g,f,f,f,c,b,p,e,b,180,k,k,b,p,p,w,23,o,l,h,v,p
p,f,s,e,f,s,f,c,n,b,t,?,48,k,k,p,p,p,w,35,o,e,w,v,d
e,f,y,n,t,n,f,c,b,p,t,b,125,s,s,w,g,p,w,39,o,p,n,y,d
p,x,s,e,f,f,f,c,n,b,t,?,3,k,s,w,p,p,w,39,o,e,w,v,l
p,f,y,y,f,f,f,c,b,p,e,b,180,k,k,b,p,p,w,33,o,l,h,v,d
p,f,y,b,t,n,f,c,b,w,e,b,119,s,s,w,w,p,w,23,t,p,r,v,g
p,x,s,e,f,y,f,c,n,b,t,?,219,s,k,w,p,p,w,23,o,e,w,v,l
p,f,s,n,f,f,f,c,n,b,t,?,1,k,s,w,w,p,w,23,o,e,w,v,l
e,x,y,w,t,a,f,c,b,n,e,c,216,s,s,w,w,p,w,23,o,p,k,n,m
p,f,s,e,f,f,f,c,n,b,t,?,43,s,k,p,p,p,w,25,o,e,w,v,l
e,x,s,n,f,n,f,w,b,k,t,e,15,s,f,w,w,p,w,43,o,e,n,a,g
p,k,y,n,f,s,f,c,n,b,t,?,71,s,s,p,w,p,w,24,o,e,w,v,d
e,f,y,e,t,n,f,c,b,p,t,b,10,s,s,g,w,p,w,23,o,p,k,y,d
p,x,y,y,f,f,f,c,b,p,e,b,355,k,k,p,n,p,w,26,o,l,h,y,g
p,k,y,n,f,y,f,c,n,b,t,?,302,k,k,w,w,p,w,30,o,e,w,v,d
p,f,f,y,f,f,f,c,b,h,e,b,218,k,k,n,b,p,w,23,o,l,h,v,g
e,f,y,g,t,n,f,c,b,n,t,b,3,s,s,p,g,p,w,29,o,p,n,y,d
p,c,y,y,f,n,f,w,n,y,e,c,680,y,y,y,y,p,y,45,o,e,w,c,l
p,f,f,y,f,f,f,c,b,g,e,b,12,k,k,n,n,p,w,25,o,l,h,v,g
p,f,s,w,t,f,f,c,b,w,t,b,39,s,s,w,w,p,w,28,o,p,h,v,u
e,f,y,n,t,n,f,c,b,u,t,b,199,s,s,w,g,p,w,40,o,p,n,y,d
e,f,y,n,t,a,f,c,b,p,e,r,15,s,y,w,w,p,w,30,o,p,n,s,p
e,b,f,w,f,n,f,w,b,g,e,?,681,k,s,w,w,p,w,23,t,p,w,n,g
p,f,f,y,f,f,f,c,b,p,e,b,200,k,k,p,p,p,w,43,o,l,h,y,d
p,k,s,n,f,y,f,c,n,b,t,?,11,s,s,w,p,p,w,36,o,e,w,v,p
p,f,y,g,f,f,f,c,b,h,e,b,299,k,k,b,p,p,w,23,o,l,h,y,g
p,k,s,n,f,f,f,c,n,b,t,?,184,s,k,p,w,p,w,46,o,e,w,v,d
e,x,f,w,f,n,f,w,b,g,e,?,89,s,s,w,w,p,w,23,t,p,w,s,g
e,f,f,w,t,l,f,w,n,p,t,b,148,s,s,w,w,p,w,24,o,p,n,v,d
p,k,s,e,f,f,f,c,n,b,t,?,440,k,k,p,w,p,w,28,o,e,w,v,d
p,x,f,g,f,c,f,w,n,p,e,b,298,s,s,w,w,p,w,34,o,p,k,s,d
p,k,s,n,f,s,f,c,n,b,t,?,234,k,s,p,w,p,w,23,o,e,w,v,d
p,f,y,y,f,f,f,c,b,h,e,b,6,k,k,n,n,p,w,36,o,l,h,y,d
p,x,s,e,f,y,f,c,n,b,t,?,185,s,s,p,p,p,w,26,o,e,w,v,d
e,x,f,g,f,n,f,w,b,w,e,?,196,s,s,w,w,p,w,46,t,p,w,s,g
p,f,s,e,f,y,f,c,n,b,t,?,201,k,k,w,p,p,w,23,o,e,w,v,l
p,k,y,e,f,f,f,c,n,b,t,?,615,s,k,w,w,p,w,28,o,e,w,v,p
p,x,y,n,f,y,f,c,n,b,t,?,167,s,s,w,w,p,w,60,o,e,w,v,d
p,x,f,y,f,f,f,c,b,h,e,b,175,k,k,p,b,p,w,41,o,l,h,v,d
e,x,s,y,t,a,f,c,b,n,e,c,178,s,s,w,w,p,w,24,o,p,k,s,g
e,f,y,g,t,n,f,c,b,u,t,b,162,s,s,w,w,p,w,43,o,p,k,y,d
e,f,f,g,t,n,f,c,b,w,t,b,600,s,s,p,w,p,w,50,o,p,n,v,d
p,k,s,n,f,f,f,c,n,b,t,?,3,s,k,w,p,p,w,23,o,e,w,v,l
e,f,y,w,f,n,f,c,n,h,e,?,22,s,f,w,w,p,w,23,o,f,h,v,d
e,f,y,y,t,a,f,c,b,p,e,r,46,s,y,w,w,p,w,41,o,p,n,y,p
e,b,s,w,t,a,f,c,b,k,e,c,49,s,s,w,w,p,w,30,o,p,n,s,m
p,f,y,n,f,s,f,c,n,b,t,?,288,k,k,p,p,p,w,23,o,e,w,v,l
e,x,y,g,t,n,f,c,b,p,t,b,513,s,s,g,g,p,w,23,o,p,k,y,d
p,k,y,n,f,f,f,c,n,b,t,?,221,s,s,p,p,p,w,52,o,e,w,v,l
p,x,s,b,t,f,f,c,b,w,t,b,68,f,f,w,w,p,w,37,o,p,h,v,g
p,f,s,g,t,f,f,c,b,h,t,b,296,f,s,w,w,p,w,40,o,p,h,s,g
p,x,s,e,f,s,f,c,n,b,t,?,24,k,k,w,p,p,w,35,o,e,w,v,d
e,f,y,e,t,n,f,c,b,u,t,b,437,s,s,g,w,p,w,25,o,p,n,y,d
e,k,f,w,f,n,f,w,b,w,e,?,121,s,s,w,w,p,w,24,t,p,w,n,g
p,k,y,e,f,y,f,c,n,b,t,?,219,s,s,p,p,p,w,44,o,e,w,v,d
e,x,y,n,t,n,f,c,b,w,t,b,256,s,s,w,w,p,w,26,o,p,k,v,d
e,x,f,n,t,n,f,c,b,p,t,b,284,s,s,p,w,p,w,23,o,p,k,v,d
p,x,y,e,f,s,f,c,n,b,t,?,564,k,s,w,w,p,w,25,o,e,w,v,p
e,f,s,n,f,n,f,w,b,h,t,e,92,s,f,w,w,p,w,39,o,e,k,s,g
p,f,y,g,f,f,f,c,b,g,e,b,99,k,k,b,b,p,w,42,o,l,h,v,p
e,f,f,w,f,n,f,w,b,k,t,e,93,s,s,w,w,p,w,44,o,e,n,a,g
p,x,y,y,f,f,f,c,b,h,e,b,7,k,k,b,b,p,w,24,o,l,h,v,p
p,f,y,g,f,f,f,c,b,g,e,b,179,k,k,n,n,p,w,31,o,l,h,y,g
e,b,s,y,t,a,f,c,b,w,e,c,34,s,s,w,w,p,w,24,o,p,n,n,m
e,x,f,n,f,n,f,w,b,n,t,e,87,f,f,w,w,p,w,37,o,e,k,s,g
e,b,y,w,t,a,f,c,b,k,e,c,112,s,s,w,w,p,w,26,o,p,n,s,m
e,x,s,w,t,a,f,c,b,k,e,c,24,s,s,w,w,p,w,25,o,p,k,s,g
p,f,s,w,t,f,f,c,b,h,t,b,306,s,f,w,w,p,w,24,o,p,h,s,u
p,k,s,n,f,y,f,c,n,b,t,?,626,s,k,w,p,p,w,44,o,e,w,v,l
p,f,y,p,t,n,f,c,b,w,e,b,73,s,s,w,w,p,w,35,t,p,r,v,g
e,f,y,y,t,a,f,c,b,p,e,r,11,s,y,w,w,p,w,36,o,p,n,s,p
p,k,s,n,f,s,f,c,n,b,t,?,23,k,s,p,p,p,w,42,o,e,w,v,d
p,k,y,e,f,s,f,c,n,b,t,?,201,s,k,p,p,p,w,23,o,e,w,v,l
p,f,s,g,t,f,f,c,b,p,t,b,92,s,s,w,w,p,w,23,o,p,h,v,g
e,b,s,y,t,a,f,c,b,k,e,c,205,s,s,w,w,p,w,23,o,p,k,n,g
p,k,y,n,f,f,f,c,n,b,t,?,15,s,s,p,w,p,w,28,o,e,w,v,l
p,x,y,y,f,f,f,c,b,g,e,b,140,k,k,b,b,p,w,27,o,l,h,y,g
e,x,s,w,f,n,f,w,b,k,t,e,387,s,s,w,w,p,w,23,o,e,n,s,g
p,f,y,y,f,f,f,c,b,h,e,b,234,k,k,b,b,p,w,23,o,l,h,y,g
p,x,y,y,f,f,f,c,b,h,e,b,54,k,k,b,p,p,w,23,o,l,h,v,p
e,x,s,n,f,n,a,c,b,n,e,?,312,s,s,o,o,p,o,32,o,p,y,v,l
p,k,s,n,f,s,f,c,n,b,t,?,525,k,k,w,p,p,w,23,o,e,w,v,p
p,f,y,g,f,f,f,c,b,p,e,b,112,k,k,n,b,p,w,23,o,l,h,v,p
p,f,s,w,t,f,f,c,b,p,t,b,137,s,s,w,w,p,w,40,o,p,h,s,u
e,x,y,n,t,l,f,c,b,n,e,r,2,s,y,w,w,p,w,56,o,p,n,s,g
e,x,f,e,t,n,f,c,b,n,t,b,132,s,s,p,g,p,w,24,o,p,n,y,d
e,x,y,g,t,n,f,c,b,w,t,b,141,s,s,w,g,p,w,74,o,p,n,v,d
e,b,y,y,t,l,f,c,b,n,e,c,70,s,s,w,w,p,w,42,o,p,n,s,m
p,f,f,y,f,f,f,c,b,p,e,b,397,k,k,b,p,p,w,28,o,l,h,v,d
e,b,f,g,f,n,f,w,b,g,e,?,95,s,k,w,w,p,w,42,t,p,w,s,g
p,f,f,y,f,f,f,c,b,p,e,b,204,k,k,n,n,p,w,23,o,l,h,v,p
e,x,f,g,t,n,f,c,b,n,t,b,30,s,s,w,p,p,w,25,o,p,k,y,d
p,f,f,g,f,f,f,c,b,p,e,b,374,k,k,p,b,p,w,0,o,l,h,y,d
p,f,s,n,t,p,f,c,n,n,e,e,384,s,s,w,w,p,w,25,o,p,k,s,u
e,f,f,g,f,n,f,w,b,h,t,e,117,f,f,w,w,p,w,23,o,e,k,a,g
e,f,f,g,t,n,f,c,b,w,t,b,68,s,s,g,g,p,w,23,o,p,n,y,d
p,x,f,g,f,f,f,c,b,h,e,b,148,k,k,p,n,p,w,89,o,l,h,v,g
p,f,y,e,f,y,f,c,n,b,t,?,14,s,s,p,w,p,w,32,o,e,w,v,l
e,x,s,w,t,l,f,w,n,n,t,b,125,s,s,w,w,p,w,23,o,p,n,v,d
p,f,y,y,f,f,f,c,b,p,e,b,193,k,k,n,p,p,w,44,o,l,h,v,g
e,f,f,g,t,n,f,c,b,n,t,b,170,s,s,p,p,p,w,29,o,p,n,v,d
p,x,f,y,f,f,f,c,b,h,e,b,5,k,k,p,n,p,w,23,o,l,h,y,p
p,x,y,n,f,y,f,c,n,b,t,?,3,s,s,p,w,p,w,27,o,e,w,v,l
p,f,f,g,f,f,f,c,b,p,e,b,498,k,k,b,n,p,w,23,o,l,h,y,p
p,k,y,n,f,s,f,c,n,b,t,?,281,s,s,p,p,p,w,26,o,e,w,v,p
p,f,y,w,t,p,f,c,n,p,e,e,32,s,s,w,w,p,w,39,o,p,k,v,u
p,x,y,n,f,f,f,c,n,b,t,?,181,s,s,p,w,p,w,44,o,e,w,v,d
p,f,y,g,f,f,f,c,b,h,e,b,24,k,k,b,p,p,w,30,o,l,h,v,p
e,f,y,p,t,n,f,c,b,w,e,?,113,s,s,e,e,p,w,53,t,e,w,c,w
e,f,f,w,f,n,f,w,b,n,t,e,42,f,f,w,w,p,w,30,o,e,n,a,g
p,k,y,n,f,y,f,c,n,b,t,?,58,k,k,w,p,p,w,23,o,e,w,v,l
e,b,y,y,t,a,f,c,b,w,e,c,20,s,s,w,w,p,w,42,o,p,n,n,m
e,b,s,w,t,l,f,c,b,n,e,c,31,s,s,w,w,p,w,30,o,p,k,n,m
p,x,y,g,f,f,f,c,b,h,e,b,19,k,k,n,p,p,w,23,o,l,h,v,d
e,x,f,g,t,n,f,c,b,u,t,b,36,s,s,w,g,p,w,29,o,p,n,y,d
e,x,s,n,f,n,a,c,b,n,e,?,659,s,s,o,o,p,n,41,o,p,o,c,l
p,f,f,g,f,f,f,c,b,g,e,b,95,k,k,b,b,p,w,24,o,l,h,y,p
e,f,y,e,t,n,f,c,b,n,t,b,67,s,s,w,g,p,w,24,o,p,k,v,d
e,f,f,n,t,n,f,c,b,p,t,b,111,s,s,p,g,p,w,0,o,p,k,y,d
e,x,f,g,f,n,f,w,b,p,t,e,3,s,f,w,w,p,w,59,o,e,k,a,g
p,f,y,e,f,f,f,c,n,b,t,?,131,k,k,p,p,p,w,26,o,e,w,v,l
e,f,y,g,t,n,f,c,b,n,t,b,209,s,s,g,p,p,w,45,o,p,n,v,d
p,f,f,g,f,f,f,c,b,g,e,b,193,k,k,p,n,p,w,25,o,l,h,v,g
p,f,y,n,t,p,f,c,n,p,e,e,110,s,s,w,w,p,w,24,o,p,n,v,u
p,f,y,n,t,p,f,c,n,n,e,e,25,s,s,w,w,p,w,25,o,p,n,s,g
e,x,f,w,f,n,f,w,b,g,e,?,479,k,k,w,w,p,w,24,t,p,w,s,g
e,x,y,e,t,n,f,c,b,u,t,b,42,s,s,p,w,p,w,29,o,p,n,v,d
p,f,y,n,f,f,f,c,n,b,t,?,384,s,k,w,w,p,w,38,o,e,w,v,p
e,x,y,e,t,n,f,c,b,p,t,b,374,s,s,p,g,p,w,41,o,p,n,y,d
e,x,y,w,t,a,f,c,b,w,e,c,4,s,s,w,w,p,w,0,o,p,n,n,g
e,x,y,n,t,n,f,c,b,w,t,b,13,s,s,w,p,p,w,28,o,p,n,v,d
e,x,y,e,t,n,f,c,b,p,t,b,52,s,s,p,p,p,w,67,o,p,n,v,d
p,b,s,w,t,n,f,c,b,g,e,b,213,s,s,w,w,p,w,31,t,p,r,v,m
e,f,s,w,f,n,f,w,b,h,t,e,16,f,s,w,w,p,w,25,o,e,k,s,g
e,x,f,e,t,n,f,c,b,w,t,b,432,s,s,p,g,p,w,23,o,p,n,v,d
p,x,y,g,f,f,f,c,b,g,e,b,317,k,k,n,n,p,w,24,o,l,h,v,p
e,x,s,w,t,l,f,c,b,k,e,c,88,s,s,w,w,p,w,43,o,p,k,n,m
e,x,f,w,f,n,f,w,b,k,t,e,115,f,f,w,w,p,w,39,o,e,k,a,g
e,x,y,e,t,n,f,c,b,n,t,b,161,s,s,p,w,p,w,24,o,p,n,v,d
p,x,y,g,f,f,f,c,b,g,e,b,24,k,k,b,b,p,w,42,o,l,h,v,p
e,x,s,g,f,n,f,w,b,n,t,e,304,f,s,w,w,p,w,26,o,e,n,a,g
e,x,f,n,f,n,f,w,b,k,t,e,103,s,s,w,w,p,w,27,o,e,n,s,g
e,x,y,e,t,n,f,c,b,n,t,b,152,s,s,p,g,p,w,24,o,p,n,y,d
p,x,f,g,f,c,f,c,n,g,e,b,224,s,s,w,w,p,w,26,o,p,n,v,d
e,x,f,g,t,n,f,c,b,p,t,b,498,s,s,g,g,p,w,45,o,p,k,y,d
e,f,f,n,t,n,f,c,b,w,t,b,327,s,s,w,w,p,w,23,o,p,k,v,d
p,f,y,g,f,f,f,c,b,h,e,b,363,k,k,n,n,p,w,40,o,l,h,v,p
e,f,f,g,f,n,f,c,n,n,e,e,63,s,s,w,w,p,w,27,o,p,n,y,u
p,f,s,w,t,f,f,c,b,h,t,b,21,s,s,w,w,p,w,46,o,p,h,s,g
e,b,y,y,t,l,f,c,b,w,e,c,73,s,s,w,w,p,w,30,o,p,k,n,g
e,f,s,w,f,n,f,w,b,n,t,e,32,s,f,w,w,p,w,48,o,e,n,a,g
p,x,y,g,f,f,f,c,b,p,e,b,12,k,k,p,n,p,w,24,o,l,h,y,g
e,f,y,e,t,n,f,c,b,p,t,b,590,s,s,g,g,p,w,23,o,p,k,y,d
e,x,f,n,t,n,f,c,b,u,t,b,257,s,s,g,g,p,w,22,o,p,k,y,d
p,b,s,p,t,n,f,c,b,r,e,b,205,s,s,w,w,p,w,59,t,p,r,v,m
p,f,s,n,f,y,f,c,n,b,t,?,306,k,k,p,w,p,w,30,o,e,w,v,l
p,f,y,n,t,p,f,c,n,n,e,e,59,s,s,w,w,p,w,50,o,p,k,s,u
p,f,s,b,t,f,f,c,b,w,t,b,164,s,s,w,w,p,w,36,o,p,h,s,g
e,f,y,g,t,n,f,c,b,n,t,b,226,s,s,p,w,p,w,31,o,p,k,v,d
e,f,f,g,f,n,f,c,n,n,e,e,50,s,s,w,w,p,w,24,o,p,k,v,u
e,f,y,n,t,l,f,c,b,n,e,r,176,s,y,w,w,p,w,47,o,p,k,s,g
e,k,s,w,f,n,f,w,b,g,e,?,428,k,s,w,w,p,w,47,t,p,w,n,g
p,x,y,n,f,s,f,c,n,b,t,?,105,k,k,w,p,p,w,67,o,e,w,v,l
p,f,s,n,f,s,f,c,n,b,t,?,26,k,k,w,p,p,w,49,o,e,w,v,p
p,f,y,y,f,f,f,c,b,g,e,b,5,k,k,b,n,p,w,42,o,l,h,y,g
e,x,f,w,f,n,f,w,b,w,e,?,385,s,k,w,w,p,w,23,t,p,w,s,g
p,b,s,b,t,n,f,c,b,r,e,b,102,s,s,w,w,p,w,26,t,p,r,v,m
e,f,s,p,t,n,f,c,b,w,e,?,7,s,s,w,w,p,w,26,t,e,w,c,w
e,b,s,w,f,n,f,w,b,p,e,?,313,k,k,w,w,p,w,39,t,p,w,n,g
e,f,f,w,f,n,f,w,b,h,t,e,96,f,s,w,w,p,w,23,o,e,n,a,g
e,f,y,n,t,n,f,c,b,w,e,?,44,s,s,e,w,p,w,25,t,e,w,c,w
e,f,s,n,f,n,f,w,b,p,t,e,170,f,f,w,w,p,w,32,o,e,k,a,g
e,x,y,n,t,n,f,c,b,u,t,b,103,s,s,p,w,p,w,48,o,p,k,v,d
p,k,y,e,f,f,f,c,n,b,t,?,367,s,s,p,p,p,w,23,o,e,w,v,l
p,x,y,e,f,f,f,c,n,b,t,?,427,k,s,p,p,p,w,25,o,e,w,v,l
e,k,s,e,t,n,f,c,b,e,e,?,126,s,s,e,w,p,w,37,t,e,w,c,w
e,x,f,n,f,n,f,w,b,n,t,e,57,s,f,w,w,p,w,37,o,e,n,a,g
e,f,s,n,f,n,a,c,b,n,e,?,251,s,s,o,o,p,n,56,o,p,y,v,l
e,b,y,y,t,a,f,c,b,g,e,c,52,s,s,w,w,p,w,37,o,p,n,s,m
p,x,s,n,t,p,f,c,n,p,e,e,3500,s,s,w,w,p,w,23,o,p,n,v,g
e,f,f,g,f,n,f,w,b,n,t,e,112,f,f,w,w,p,w,26,o,e,k,s,g
e,x,y,w,t,l,f,c,b,k,e,c,55,s,s,w,w,p,w,25,o,p,k,n,g
e,f,y,n,t,n,f,c,b,p,t,b,12,s,s,g,p,p,w,24,o,p,k,v,d
p,f,s,n,t,p,f,c,n,p,e,e,68,s,s,w,w,p,w,23,o,p,n,s,u
e,x,s,y,t,l,f,c,b,n,e,c,164,s,s,w,w,p,w,23,o,p,k,n,m
e,x,f,g,f,n,f,w,b,k,t,e,210,f,f,w,w,p,w,34,o,e,k,s,g
p,x,s,n,f,y,f,c,n,b,t,?,324,s,s,p,p,p,w,24,o,e,w,v,p
p,k,y,e,f,y,f,c,n,b,t,?,12,k,k,w,p,p,w,23,o,e,w,v,d
p,x,y,n,f,s,f,c,n,b,t,?,41,k,k,w,w,p,w,23,o,e,w,v,l
p,b,y,b,t,n,f,c,b,r,e,b,132,s,s,w,w,p,w,23,t,p,r,v,g
e,x,s,g,f,n,f,w,b,h,t,e,128,s,f,w,w,p,w,23,o,e,k,s,g
p,k,s,n,f,y,f,c,n,b,t,?,416,k,s,p,w,p,w,23,o,e,w,v,d
e,f,y,g,t,n,f,c,b,u,t,b,16,s,s,g,p,p,w,23,o,p,n,y,d
p,f,s,e,f,y,f,c,n,b,t,?,2,k,k,p,w,p,w,23,o,e,w,v,d
e,x,y,n,t,n,f,c,b,n,t,b,226,s,s,w,w,p,w,41,o,p,n,v,d
p,x,s,b,t,f,f,c,b,h,t,b,106,f,f,w,w,p,w,31,o,p,h,s,u
p,f,y,n,f,f,f,c,n,b,t,?,45,s,s,w,p,p,w,23,o,e,w,v,p
e,b,s,w,t,a,f,c,b,w,e,c,2,s,s,w,w,p,w,30,o,p,n,n,m
p,f,s,n,f,s,f,c,n,b,t,?,28,s,s,w,p,p,w,31,o,e,w,v,l
e,b,y,w,t,l,f,c,b,g,e,c,4,s,s,w,w,p,w,34,o,p,k,s,m
p,f,y,n,f,y,f,c,n,b,t,?,340,k,k,p,p,p,w,25,o,e,w,v,p
e,f,f,n,f,n,f,w,b,k,t,e,222,s,s,w,w,p,w,25,o,e,n,a,g
e,f,y,e,t,n,f,c,b,u,t,b,4,s,s,p,w,p,w,28,o,p,n,v,d
p,x,y,y,f,f,f,c,b,g,e,b,7,k,k,b,b,p,w,24,o,l,h,y,d
p,x,y,y,f,f,f,c,b,g,e,b,320,k,k,p,b,p,w,23,o,l,h,y,p
e,x,y,n,t,n,f,c,b,e,e,?,460,s,s,e,e,p,w,70,t,e,w,c,w
e,x,s,g,f,n,f,w,b,k,t,e,18,f,f,w,w,p,w,45,o,e,k,s,g
e,f,f,n,f,n,f,w,b,k,t,e,268,f,f,w,w,p,w,57,o,e,n,a,g
e,f,f,n,t,n,f,c,b,n,t,b,115,s,s,p,p,p,w,52,o,p,n,v,d
e,f,y,n,t,n,f,c,b,n,t,b,7,s,s,w,p,p,w,31,o,p,k,y,d
p,b,s,b,t,n,f,c,b,g,e,b,489,s,s,w,w,p,w,45,t,p,r,v,g
p,k,y,e,f,s,f,c,n,b,t,?,25,k,s,w,w,p,w,23,o,e,w,v,p
p,x,f,p,f,c,f,c,n,g,e,b,330,s,s,w,w,p,w,22,o,p,n,v,d
e,x,s,n,f,n,f,w,b,k,t,e,436,s,f,w,w,p,w,39,o,e,n,s,g
e,x,y,w,t,a,f,c,b,k,e,c,64,s,s,w,w,p,w,27,o,p,n,s,m
p,f,s,n,f,f,f,c,n,b,t,?,205,k,s,w,p,p,w,25,o,e,w,v,d
e,b,s,w,t,a,f,c,b,k,e,c,15,s,s,w,w,p,w,23,o,p,k,s,g
p,f,f,g,f,f,f,c,b,g,e,b,261,k,k,p,b,p,w,23,o,l,h,y,g
p,k,y,e,f,f,f,c,n,b,t,?,34,s,k,p,p,p,w,56,o,e,w,v,l
p,x,f,y,f,f,f,c,b,g,e,b,25,k,k,n,p,p,w,25,o,l,h,y,g
p,x,f,g,f,f,f,c,b,g,e,b,122,k,k,b,p,p,w,63,o,l,h,y,g
e,f,s,n,f,n,f,w,b,p,t,e,101,f,f,w,w,p,w,23,o,e,n,s,g
e,f,y,g,t,n,f,c,b,n,t,b,132,s,s,p,p,p,w,23,o,p,k,v,d
e,x,f,n,t,n,f,c,b,n,t,b,89,s,s,p,g,p,w,23,o,p,n,v,d
e,x,y,u,f,n,f,c,n,h,e,?,72,s,f,w,w,p,w,25,o,f,h,v,d
p,f,y,w,t,p,f,c,n,n,e,e,598,s,s,w,w,p,w,46,o,p,n,s,u
e,f,f,e,t,n,f,c,b,p,t,b,382,s,s,p,g,p,w,31,o,p,n,y,d
e,f,y,g,t,n,f,c,b,w,t,b,27,s,s,w,p,p,w,23,o,p,k,v,d
e,f,f,n,t,n,f,c,b,p,t,b,280,s,s,g,g,p,w,33,o,p,n,y,d
